ESTADO,MUNICIPIO,Ubicación_propuesta,LATITUD,LONGITUD,LATITUD_1,LONGITUD_1,PEA
MORELOS,Tlayacapan,Nuevo CAP,18.95661722,-98.9831175,18.81797011,-99.10251121,4672
MORELOS,Totolapan,Nuevo CAP,18.98722333,-98.92143889,18.81797011,-99.10251121,3452
MORELOS,Xochitepec,Nuevo CAP,18.78186556,-99.23146278,18.81797011,-99.10251121,11221
MORELOS,Yautepec,Nuevo CAP,18.88606167,-99.06075417,18.81797011,-99.10251121,23255
MORELOS,Yecapixtla,Nuevo CAP,18.88341972,-98.86814361,18.81797011,-99.10251121,9748
MORELOS,Zacatepec,Nuevo CAP,18.65540806,-99.19427889,18.81797011,-99.10251121,9744
MORELOS,Zacualpan de Amilpas,Nuevo CAP,18.78439306,-98.76542306,18.81797011,-99.10251121,1925
MORELOS,Temoac,Nuevo CAP,18.772315,-98.77804306,18.81797011,-99.10251121,3247
MORELOS,Coatetelco,Nuevo CAP,18.73048583,-99.3270575,18.81797011,-99.10251121,4650
MORELOS,Xoxocotla,Nuevo CAP,18.68657278,-99.24489472,18.81797011,-99.10251121,12502
MORELOS,Hueyapan,Nuevo CAP,18.88513444,-98.69068417,18.81797011,-99.10251121,3546
NAYARIT,Acaponeta,Nuevo CAP,22.4893875,-105.3601842,21.5917088,-104.9216451,9322
NAYARIT,Ahuacatlán,Nuevo CAP,21.05058694,-104.4846644,21.5917088,-104.9216451,3615
NAYARIT,Amatlán de Cañas,Nuevo CAP,20.80778222,-104.4053889,21.5917088,-104.9216451,1609
NAYARIT,Compostela,Nuevo CAP,21.23752972,-104.9005972,21.5917088,-104.9216451,10150
NAYARIT,Huajicori,Nuevo CAP,22.63726083,-105.319985,21.5917088,-104.9216451,1251
NAYARIT,Ixtlán del Río,Nuevo CAP,21.03505528,-104.3689111,21.5917088,-104.9216451,12229
NAYARIT,Jala,Nuevo CAP,21.10482111,-104.4382167,21.5917088,-104.9216451,2706
NAYARIT,Xalisco,Nuevo CAP,21.44368722,-104.8997356,21.5917088,-104.9216451,24730
NAYARIT,Del Nayar,Nuevo CAP,22.251125,-104.5179425,21.5917088,-104.9216451,1056
NAYARIT,Rosamorada,Nuevo CAP,22.12254528,-105.2041303,21.5917088,-104.9216451,2034
NAYARIT,Ruíz,Nuevo CAP,21.95025278,-105.1450567,21.5917088,-104.9216451,7254
NAYARIT,San Blas,Nuevo CAP,21.54173806,-105.2860464,21.5917088,-104.9216451,6138
NAYARIT,San Pedro Lagunillas,Nuevo CAP,21.22190611,-104.7511097,21.5917088,-104.9216451,1710
NAYARIT,Santa María del Oro,Nuevo CAP,21.33318944,-104.5872067,21.5917088,-104.9216451,2625
NAYARIT,Santiago Ixcuintla,Nuevo CAP,21.80833583,-105.2060444,21.5917088,-104.9216451,9255
NAYARIT,Tecuala,Nuevo CAP,22.39504111,-105.4560339,21.5917088,-104.9216451,6734
NAYARIT,Tepic,Nuevo CAP,21.50741306,-104.8937992,21.5917088,-104.9216451,195162
NAYARIT,Tuxpan,Nuevo CAP,21.94479028,-105.2980872,21.5917088,-104.9216451,11311
NAYARIT,La Yesca,Nuevo CAP,21.31888528,-104.0097639,21.5917088,-104.9216451,191
NAYARIT,Bahía de Banderas,Nuevo CAP,20.80676,-105.2479242,21.5917088,-104.9216451,4564
NUEVO LEÓN,Abasolo,Nuevo CAP,25.9453375,-100.3999883,25.67333113,-100.1376279,721
NUEVO LEÓN,Agualeguas,Nuevo CAP,26.31091472,-99.53938917,25.67333113,-100.1376279,826
NUEVO LEÓN,Los Aldamas,Nuevo CAP,26.06414333,-99.19673333,25.67333113,-100.1376279,258
NUEVO LEÓN,Allende,Nuevo CAP,25.2869,-100.0083239,25.67333113,-100.1376279,14071
NUEVO LEÓN,Anáhuac,Nuevo CAP,27.24064722,-100.1324361,25.67333113,-100.1376279,7048
NUEVO LEÓN,Apodaca,Nuevo CAP,25.78129444,-100.1892278,25.67333113,-100.1376279,280440
NUEVO LEÓN,Aramberri,Nuevo CAP,24.10058611,-99.81806667,25.67333113,-100.1376279,1166
NUEVO LEÓN,Bustamante,Nuevo CAP,26.53466389,-100.5027056,25.67333113,-100.1376279,1331
NUEVO LEÓN,Cadereyta Jiménez,Nuevo CAP,25.59100833,-100.0015944,25.67333113,-100.1376279,35972
NUEVO LEÓN,El Carmen,Nuevo CAP,25.93222778,-100.3641222,25.67333113,-100.1376279,5506
NUEVO LEÓN,Cerralvo,Nuevo CAP,26.08986944,-99.61473333,25.67333113,-100.1376279,2888
NUEVO LEÓN,Ciénega de Flores,Nuevo CAP,25.95206944,-100.1681083,25.67333113,-100.1376279,14444
NUEVO LEÓN,China,Nuevo CAP,25.70591389,-99.23931667,25.67333113,-100.1376279,3595
NUEVO LEÓN,Doctor Arroyo,Nuevo CAP,23.67469167,-100.1822556,25.67333113,-100.1376279,5224
NUEVO LEÓN,Doctor Coss,Nuevo CAP,25.92589722,-99.18437222,25.67333113,-100.1376279,260
NUEVO LEÓN,Doctor González,Nuevo CAP,25.85882944,-99.94186889,25.67333113,-100.1376279,746
NUEVO LEÓN,Galeana,Nuevo CAP,24.82626667,-100.0774278,25.67333113,-100.1376279,3354
NUEVO LEÓN,García,Nuevo CAP,25.80049167,-100.5854694,25.67333113,-100.1376279,111912
NUEVO LEÓN,San Pedro Garza García,Nuevo CAP,25.66516944,-100.4024667,25.67333113,-100.1376279,66549
NUEVO LEÓN,General Bravo,Nuevo CAP,25.79329722,-99.18123333,25.67333113,-100.1376279,1720
NUEVO LEÓN,General Escobedo,Nuevo CAP,25.80798611,-100.3226417,25.67333113,-100.1376279,228551
NUEVO LEÓN,General Terán,Nuevo CAP,25.25718611,-99.68581389,25.67333113,-100.1376279,2761
NUEVO LEÓN,General Treviño,Nuevo CAP,26.22696944,-99.48408056,25.67333113,-100.1376279,387
NUEVO LEÓN,General Zaragoza,Nuevo CAP,23.97326111,-99.77239167,25.67333113,-100.1376279,1143
NUEVO LEÓN,General Zuazua,Nuevo CAP,25.89697778,-100.1082472,25.67333113,-100.1376279,4852
NUEVO LEÓN,Guadalupe,Nuevo CAP,25.677325,-100.2598972,25.67333113,-100.1376279,318306
NUEVO LEÓN,Los Herreras,Nuevo CAP,25.90560556,-99.40329722,25.67333113,-100.1376279,493
NUEVO LEÓN,Higueras,Nuevo CAP,25.96195556,-100.01435,25.67333113,-100.1376279,509
NUEVO LEÓN,Hualahuises,Nuevo CAP,24.88464167,-99.67322778,25.67333113,-100.1376279,2294
NUEVO LEÓN,Iturbide,Nuevo CAP,24.72597778,-99.90526111,25.67333113,-100.1376279,668
NUEVO LEÓN,Juárez,Nuevo CAP,25.646225,-100.0908806,25.67333113,-100.1376279,152069
NUEVO LEÓN,Lampazos de Naranjo,Nuevo CAP,27.02531222,-100.5043236,25.67333113,-100.1376279,2143
NUEVO LEÓN,Linares,Nuevo CAP,24.85965278,-99.56786944,25.67333113,-100.1376279,32341
NUEVO LEÓN,Marín,Nuevo CAP,25.87930222,-100.0340486,25.67333113,-100.1376279,1260
NUEVO LEÓN,Melchor Ocampo,Nuevo CAP,26.058525,-99.54228333,25.67333113,-100.1376279,336
NUEVO LEÓN,Mier y Noriega,Nuevo CAP,23.42311944,-100.1196694,25.67333113,-100.1376279,285
NUEVO LEÓN,Mina,Nuevo CAP,26.00125556,-100.5318444,25.67333113,-100.1376279,2159
NUEVO LEÓN,Montemorelos,Nuevo CAP,25.18925278,-99.82695833,25.67333113,-100.1376279,26715
NUEVO LEÓN,Monterrey,Nuevo CAP,25.66469722,-100.3108917,25.67333113,-100.1376279,575150
NUEVO LEÓN,Parás,Nuevo CAP,26.49853889,-99.52542222,25.67333113,-100.1376279,276
NUEVO LEÓN,Pesquería,Nuevo CAP,25.78325833,-100.0536778,25.67333113,-100.1376279,24667
NUEVO LEÓN,Los Ramones,Nuevo CAP,25.69639167,-99.62403056,25.67333113,-100.1376279,571
NUEVO LEÓN,Rayones,Nuevo CAP,25.01812222,-100.0732139,25.67333113,-100.1376279,151
NUEVO LEÓN,Sabinas Hidalgo,Nuevo CAP,26.49836944,-100.1811472,25.67333113,-100.1376279,15828
NUEVO LEÓN,Salinas Victoria,Nuevo CAP,25.95956667,-100.2915056,25.67333113,-100.1376279,7014
NUEVO LEÓN,San Nicolás de los Garza,Nuevo CAP,25.75525278,-100.2895861,25.67333113,-100.1376279,204861
NUEVO LEÓN,Hidalgo,Nuevo CAP,25.97565,-100.4468944,25.67333113,-100.1376279,7457
NUEVO LEÓN,Santa Catarina,Nuevo CAP,25.67436389,-100.4617472,25.67333113,-100.1376279,154410
NUEVO LEÓN,Santiago,Nuevo CAP,25.4271,-100.1530111,25.67333113,-100.1376279,20314
NUEVO LEÓN,Vallecillo,Nuevo CAP,26.65967278,-99.98957944,25.67333113,-100.1376279,231
NUEVO LEÓN,Villaldama,Nuevo CAP,26.498225,-100.4245611,25.67333113,-100.1376279,1079
OAXACA,Abejones,Nuevo CAP,17.43575222,-96.60817417,17.09155645,-96.83146605,95
OAXACA,Acatlán de Pérez Figueroa,Nuevo CAP,18.53856333,-96.60761,17.09155645,-96.83146605,2979
OAXACA,Asunción Cacalotepec,Nuevo CAP,17.03526417,-95.95656167,17.09155645,-96.83146605,257
OAXACA,Asunción Cuyotepeji,Nuevo CAP,17.93090056,-97.6743525,17.09155645,-96.83146605,390
OAXACA,Asunción Ixtaltepec,Nuevo CAP,16.50383972,-95.057045,17.09155645,-96.83146605,3847
OAXACA,Asunción Nochixtlán,Nuevo CAP,17.45893639,-97.22519861,17.09155645,-96.83146605,7606
OAXACA,Asunción Ocotlán,Nuevo CAP,16.75917917,-96.72132556,17.09155645,-96.83146605,923
OAXACA,Asunción Tlacolulita,Nuevo CAP,16.30026306,-95.72630528,17.09155645,-96.83146605,154
OAXACA,Ayotzintepec,Nuevo CAP,17.67670861,-96.13327083,17.09155645,-96.83146605,1414
OAXACA,El Barrio de la Soledad,Nuevo CAP,16.803935,-95.11219,17.09155645,-96.83146605,1071
OAXACA,Calihualá,Nuevo CAP,17.5328575,-98.27837611,17.09155645,-96.83146605,203
OAXACA,Candelaria Loxicha,Nuevo CAP,15.92633444,-96.49191889,17.09155645,-96.83146605,833
OAXACA,Ciénega de Zimatlán,Nuevo CAP,16.89708806,-96.76661833,17.09155645,-96.83146605,1344
OAXACA,Ciudad Ixtepec,Nuevo CAP,16.56769833,-95.0987125,17.09155645,-96.83146605,12678
OAXACA,Coatecas Altas,Nuevo CAP,16.53675889,-96.66498056,17.09155645,-96.83146605,699
OAXACA,Coicoyán de las Flores,Nuevo CAP,17.27289833,-98.27609444,17.09155645,-96.83146605,556
OAXACA,La Compañía,Nuevo CAP,16.55823028,-96.81997972,17.09155645,-96.83146605,279
OAXACA,Concepción Buenavista,Nuevo CAP,17.87853333,-97.40023306,17.09155645,-96.83146605,99
OAXACA,Concepción Pápalo,Nuevo CAP,17.84136528,-96.88136028,17.09155645,-96.83146605,192
OAXACA,Constancia del Rosario,Nuevo CAP,17.03782194,-97.94145806,17.09155645,-96.83146605,682
OAXACA,Cosolapa,Nuevo CAP,18.60178694,-96.68238611,17.09155645,-96.83146605,3914
OAXACA,Cosoltepec,Nuevo CAP,18.14197694,-97.79067194,17.09155645,-96.83146605,126
OAXACA,Cuilápam de Guerrero,Nuevo CAP,16.99600139,-96.78059111,17.09155645,-96.83146605,7953
OAXACA,Cuyamecalco Villa de Zaragoza,Nuevo CAP,17.96508306,-96.83137639,17.09155645,-96.83146605,338
OAXACA,Chahuites,Nuevo CAP,16.28760889,-94.19582389,17.09155645,-96.83146605,5722
OAXACA,Chalcatongo de Hidalgo,Nuevo CAP,17.03202889,-97.57098944,17.09155645,-96.83146605,1348
OAXACA,Chiquihuitlán de Benito Juárez,Nuevo CAP,17.99543944,-96.7454475,17.09155645,-96.83146605,522
OAXACA,Heroica Ciudad de Ejutla de Crespo,Nuevo CAP,16.56427556,-96.73190056,17.09155645,-96.83146605,5266
OAXACA,Eloxochitlán de Flores Magón,Nuevo CAP,18.17688083,-96.87609083,17.09155645,-96.83146605,314
OAXACA,El Espinal,Nuevo CAP,16.48570972,-95.04283611,17.09155645,-96.83146605,3814
OAXACA,Tamazulápam del Espíritu Santo,Nuevo CAP,17.05443583,-96.06510611,17.09155645,-96.83146605,1442
OAXACA,Fresnillo de Trujano,Nuevo CAP,17.9080125,-98.13630111,17.09155645,-96.83146605,94
OAXACA,Guadalupe Etla,Nuevo CAP,17.17163694,-96.81057556,17.09155645,-96.83146605,1010
OAXACA,Guadalupe de Ramírez,Nuevo CAP,17.75605056,-98.16439417,17.09155645,-96.83146605,199
OAXACA,Guelatao de Juárez,Nuevo CAP,17.31817333,-96.49368333,17.09155645,-96.83146605,290
OAXACA,Guevea de Humboldt,Nuevo CAP,16.79261417,-95.36805583,17.09155645,-96.83146605,571
OAXACA,Mesones Hidalgo,Nuevo CAP,16.91535556,-97.96654556,17.09155645,-96.83146605,337
OAXACA,Villa Hidalgo,Nuevo CAP,17.18588806,-96.17883444,17.09155645,-96.83146605,832
OAXACA,Heroica Ciudad de Huajuapan de León,Nuevo CAP,17.80683722,-97.77623583,17.09155645,-96.83146605,28234
OAXACA,Huautepec,Nuevo CAP,18.10197806,-96.79729861,17.09155645,-96.83146605,619
OAXACA,Huautla de Jiménez,Nuevo CAP,18.13037722,-96.84616167,17.09155645,-96.83146605,5284
OAXACA,Ixtlán de Juárez,Nuevo CAP,17.33152861,-96.48780167,17.09155645,-96.83146605,1759
OAXACA,Juchitán de Zaragoza,Nuevo CAP,16.4333075,-95.02163306,17.09155645,-96.83146605,45376
OAXACA,Loma Bonita,Nuevo CAP,18.10987111,-95.87997611,17.09155645,-96.83146605,15869
OAXACA,Magdalena Apasco,Nuevo CAP,17.24206306,-96.82109083,17.09155645,-96.83146605,1620
OAXACA,Magdalena Jaltepec,Nuevo CAP,17.32362056,-97.22127667,17.09155645,-96.83146605,234
OAXACA,Santa Magdalena Jicotlán,Nuevo CAP,17.80701667,-97.4706525,17.09155645,-96.83146605,42
OAXACA,Magdalena Mixtepec,Nuevo CAP,16.89611167,-96.90772778,17.09155645,-96.83146605,250
OAXACA,Magdalena Ocotlán,Nuevo CAP,16.70945528,-96.71236528,17.09155645,-96.83146605,463
OAXACA,Magdalena Peñasco,Nuevo CAP,17.23625194,-97.55153861,17.09155645,-96.83146605,269
OAXACA,Magdalena Teitipac,Nuevo CAP,16.90662056,-96.55873861,17.09155645,-96.83146605,2042
OAXACA,Magdalena Tequisistlán,Nuevo CAP,16.39891694,-95.60290944,17.09155645,-96.83146605,1642
OAXACA,Magdalena Tlacotepec,Nuevo CAP,16.50396611,-95.20330583,17.09155645,-96.83146605,415
OAXACA,Magdalena Zahuatlán,Nuevo CAP,17.38842556,-97.22902111,17.09155645,-96.83146605,139
OAXACA,Mariscala de Juárez,Nuevo CAP,17.86050556,-98.14162056,17.09155645,-96.83146605,847
OAXACA,Mártires de Tacubaya,Nuevo CAP,16.53798583,-98.2509125,17.09155645,-96.83146605,342
OAXACA,Matías Romero Avendaño,Nuevo CAP,16.87788944,-95.04214944,17.09155645,-96.83146605,8507
OAXACA,Mazatlán Villa de Flores,Nuevo CAP,18.03256444,-96.91372111,17.09155645,-96.83146605,304
OAXACA,Miahuatlán de Porfirio Díaz,Nuevo CAP,16.3284775,-96.59652417,17.09155645,-96.83146605,14491
OAXACA,Mixistlán de la Reforma,Nuevo CAP,17.14683806,-96.11202806,17.09155645,-96.83146605,478
OAXACA,Monjas,Nuevo CAP,16.36718611,-96.63676972,17.09155645,-96.83146605,220
OAXACA,Natividad,Nuevo CAP,17.29687556,-96.43329361,17.09155645,-96.83146605,214
OAXACA,Nazareno Etla,Nuevo CAP,17.17799,-96.82400167,17.09155645,-96.83146605,1975
OAXACA,Nejapa de Madero,Nuevo CAP,16.60818139,-95.98044972,17.09155645,-96.83146605,1041
OAXACA,Ixpantepec Nieves,Nuevo CAP,17.50668611,-98.04486167,17.09155645,-96.83146605,175
OAXACA,Santiago Niltepec,Nuevo CAP,16.56209333,-94.61300417,17.09155645,-96.83146605,1393
OAXACA,Oaxaca de Juárez,Nuevo CAP,17.05999306,-96.72545028,17.09155645,-96.83146605,138873
OAXACA,Ocotlán de Morelos,Nuevo CAP,16.79164056,-96.67506444,17.09155645,-96.83146605,8360
OAXACA,La Pe,Nuevo CAP,16.62995861,-96.7996575,17.09155645,-96.83146605,666
OAXACA,Pinotepa de Don Luis,Nuevo CAP,16.42844167,-97.97743528,17.09155645,-96.83146605,2380
OAXACA,Pluma Hidalgo,Nuevo CAP,15.92584611,-96.41944333,17.09155645,-96.83146605,305
OAXACA,San José del Progreso,Nuevo CAP,16.68512806,-96.68552861,17.09155645,-96.83146605,1519
OAXACA,Putla Villa de Guerrero,Nuevo CAP,17.02620528,-97.92815278,17.09155645,-96.83146605,6408
OAXACA,Santa Catarina Quioquitani,Nuevo CAP,16.31565417,-96.28496472,17.09155645,-96.83146605,122
OAXACA,Reforma de Pineda,Nuevo CAP,16.39931889,-94.45843389,17.09155645,-96.83146605,1138
OAXACA,La Reforma,Nuevo CAP,16.62331472,-97.84449778,17.09155645,-96.83146605,503
OAXACA,Reyes Etla,Nuevo CAP,17.20555611,-96.81009278,17.09155645,-96.83146605,1160
OAXACA,Rojas de Cuauhtémoc,Nuevo CAP,17.00828361,-96.61864611,17.09155645,-96.83146605,640
OAXACA,Salina Cruz,Nuevo CAP,16.175885,-95.19215861,17.09155645,-96.83146605,36213
OAXACA,San Agustín Amatengo,Nuevo CAP,16.50994333,-96.789325,17.09155645,-96.83146605,629
OAXACA,San Agustín Atenango,Nuevo CAP,17.61169917,-98.0151825,17.09155645,-96.83146605,409
OAXACA,San Agustín Chayuco,Nuevo CAP,16.40238222,-97.80751833,17.09155645,-96.83146605,638
OAXACA,San Agustín de las Juntas,Nuevo CAP,17.01166,-96.71144139,17.09155645,-96.83146605,4190
OAXACA,San Agustín Etla,Nuevo CAP,17.18908306,-96.76442417,17.09155645,-96.83146605,1956
OAXACA,San Agustín Loxicha,Nuevo CAP,16.01660861,-96.61676444,17.09155645,-96.83146605,941
OAXACA,San Agustín Tlacotepec,Nuevo CAP,17.20368444,-97.5179,17.09155645,-96.83146605,276
OAXACA,San Agustín Yatareni,Nuevo CAP,17.08121194,-96.66811722,17.09155645,-96.83146605,2354
OAXACA,San Andrés Cabecera Nueva,Nuevo CAP,16.88841556,-97.68099,17.09155645,-96.83146605,160
OAXACA,San Andrés Dinicuiti,Nuevo CAP,17.68811472,-97.72675111,17.09155645,-96.83146605,362
OAXACA,San Andrés Huaxpaltepec,Nuevo CAP,16.32904611,-97.91634889,17.09155645,-96.83146605,2080
OAXACA,San Andrés Huayápam,Nuevo CAP,17.10254333,-96.66623917,17.09155645,-96.83146605,3015
OAXACA,San Andrés Ixtlahuaca,Nuevo CAP,17.07087444,-96.82517694,17.09155645,-96.83146605,532
OAXACA,San Andrés Lagunas,Nuevo CAP,17.57442667,-97.52274556,17.09155645,-96.83146605,112
OAXACA,San Andrés Nuxiño,Nuevo CAP,17.23835806,-97.10527111,17.09155645,-96.83146605,91
OAXACA,San Andrés Paxtlán,Nuevo CAP,16.21563583,-96.50758,17.09155645,-96.83146605,316
OAXACA,San Andrés Sinaxtla,Nuevo CAP,17.46850194,-97.28381111,17.09155645,-96.83146605,251
OAXACA,San Andrés Solaga,Nuevo CAP,17.27102806,-96.23689472,17.09155645,-96.83146605,279
OAXACA,San Andrés Teotilálpam,Nuevo CAP,17.95413083,-96.65658833,17.09155645,-96.83146605,562
OAXACA,San Andrés Tepetlapa,Nuevo CAP,17.66583333,-98.39168667,17.09155645,-96.83146605,86
OAXACA,San Andrés Yaá,Nuevo CAP,17.29257833,-96.15361611,17.09155645,-96.83146605,167
OAXACA,San Andrés Zabache,Nuevo CAP,16.60014861,-96.85773556,17.09155645,-96.83146605,228
OAXACA,San Andrés Zautla,Nuevo CAP,17.18638778,-96.86349,17.09155645,-96.83146605,815
OAXACA,San Antonino Castillo Velasco,Nuevo CAP,16.8032275,-96.68464,17.09155645,-96.83146605,3398
OAXACA,San Antonino el Alto,Nuevo CAP,16.81570056,-97.02937444,17.09155645,-96.83146605,494
OAXACA,San Antonino Monte Verde,Nuevo CAP,17.53361361,-97.72062944,17.09155645,-96.83146605,466
OAXACA,San Antonio Acutla,Nuevo CAP,17.74403,-97.500305,17.09155645,-96.83146605,30
OAXACA,San Antonio de la Cal,Nuevo CAP,17.03131333,-96.69928417,17.09155645,-96.83146605,12890
OAXACA,San Antonio Huitepec,Nuevo CAP,16.92733139,-97.14742194,17.09155645,-96.83146605,350
OAXACA,San Antonio Nanahuatípam,Nuevo CAP,18.13029944,-97.12364472,17.09155645,-96.83146605,322
OAXACA,San Antonio Sinicahua,Nuevo CAP,17.15157361,-97.56795944,17.09155645,-96.83146605,70
OAXACA,San Antonio Tepetlapa,Nuevo CAP,16.54236083,-98.06622611,17.09155645,-96.83146605,516
OAXACA,San Baltazar Chichicápam,Nuevo CAP,16.76209722,-96.48968056,17.09155645,-96.83146605,739
OAXACA,San Baltazar Loxicha,Nuevo CAP,16.0733,-96.79032083,17.09155645,-96.83146605,903
OAXACA,San Baltazar Yatzachi el Bajo,Nuevo CAP,17.22815667,-96.21981111,17.09155645,-96.83146605,63
OAXACA,San Bartolo Coyotepec,Nuevo CAP,16.95828139,-96.70765028,17.09155645,-96.83146605,2526
OAXACA,San Bartolomé Ayautla,Nuevo CAP,18.03180028,-96.67150889,17.09155645,-96.83146605,720
OAXACA,San Bartolomé Loxicha,Nuevo CAP,15.97038972,-96.71101556,17.09155645,-96.83146605,434
OAXACA,San Bartolomé Quialana,Nuevo CAP,16.9018875,-96.50120611,17.09155645,-96.83146605,895
OAXACA,San Bartolomé Yucuañe,Nuevo CAP,17.24254694,-97.44792944,17.09155645,-96.83146605,411
OAXACA,San Bartolomé Zoogocho,Nuevo CAP,17.24078861,-96.24305056,17.09155645,-96.83146605,64
OAXACA,San Bartolo Soyaltepec,Nuevo CAP,17.59064083,-97.30893472,17.09155645,-96.83146605,33
OAXACA,San Bartolo Yautepec,Nuevo CAP,16.43074139,-95.97311222,17.09155645,-96.83146605,209
OAXACA,San Bernardo Mixtepec,Nuevo CAP,16.82466056,-96.89866639,17.09155645,-96.83146605,584
OAXACA,San Blas Atempa,Nuevo CAP,16.32632194,-95.22754583,17.09155645,-96.83146605,7496
OAXACA,San Carlos Yautepec,Nuevo CAP,16.50060667,-96.10670361,17.09155645,-96.83146605,346
OAXACA,San Cristóbal Amatlán,Nuevo CAP,16.31840806,-96.41001611,17.09155645,-96.83146605,1763
OAXACA,San Cristóbal Amoltepec,Nuevo CAP,17.28453278,-97.5698525,17.09155645,-96.83146605,96
OAXACA,San Cristóbal Lachirioag,Nuevo CAP,17.33597167,-96.16504722,17.09155645,-96.83146605,503
OAXACA,San Cristóbal Suchixtlahuaca,Nuevo CAP,17.72755389,-97.36665583,17.09155645,-96.83146605,151
OAXACA,San Dionisio del Mar,Nuevo CAP,16.32053917,-94.75700333,17.09155645,-96.83146605,1048
OAXACA,San Dionisio Ocotepec,Nuevo CAP,16.79775444,-96.39603722,17.09155645,-96.83146605,2587
OAXACA,San Dionisio Ocotlán,Nuevo CAP,16.74644417,-96.68083528,17.09155645,-96.83146605,344
OAXACA,San Esteban Atatlahuca,Nuevo CAP,17.06654944,-97.67776944,17.09155645,-96.83146605,148
OAXACA,San Felipe Jalapa de Díaz,Nuevo CAP,18.0712825,-96.536115,17.09155645,-96.83146605,3162
OAXACA,San Felipe Tejalápam,Nuevo CAP,17.11140083,-96.8532575,17.09155645,-96.83146605,1187
OAXACA,San Felipe Usila,Nuevo CAP,17.879395,-96.52836306,17.09155645,-96.83146605,2396
OAXACA,San Francisco Cahuacuá,Nuevo CAP,16.89356306,-97.30559417,17.09155645,-96.83146605,169
OAXACA,San Francisco Cajonos,Nuevo CAP,17.17209417,-96.25146444,17.09155645,-96.83146605,123
OAXACA,San Francisco Chapulapa,Nuevo CAP,17.94095139,-96.7544075,17.09155645,-96.83146605,77
OAXACA,San Francisco Chindúa,Nuevo CAP,17.42858083,-97.31279083,17.09155645,-96.83146605,276
OAXACA,San Francisco del Mar,Nuevo CAP,16.23344639,-94.63227583,17.09155645,-96.83146605,420
OAXACA,San Francisco Huehuetlán,Nuevo CAP,18.19759417,-96.94782139,17.09155645,-96.83146605,222
OAXACA,San Francisco Ixhuatán,Nuevo CAP,16.35235667,-94.48382833,17.09155645,-96.83146605,2500
OAXACA,San Francisco Jaltepetongo,Nuevo CAP,17.38571417,-97.26285361,17.09155645,-96.83146605,85
OAXACA,San Francisco Lachigoló,Nuevo CAP,17.01140694,-96.59851639,17.09155645,-96.83146605,2420
OAXACA,San Francisco Logueche,Nuevo CAP,16.35227944,-96.37797861,17.09155645,-96.83146605,357
OAXACA,San Francisco Nuxaño,Nuevo CAP,17.38083306,-97.34395083,17.09155645,-96.83146605,131
OAXACA,San Francisco Ozolotepec,Nuevo CAP,16.10053917,-96.22068194,17.09155645,-96.83146605,247
OAXACA,San Francisco Sola,Nuevo CAP,16.51496639,-96.97440028,17.09155645,-96.83146605,553
OAXACA,San Francisco Telixtlahuaca,Nuevo CAP,17.29659556,-96.90441333,17.09155645,-96.83146605,5659
OAXACA,San Francisco Teopan,Nuevo CAP,17.85112833,-97.49253111,17.09155645,-96.83146605,84
OAXACA,San Francisco Tlapancingo,Nuevo CAP,17.48412389,-98.26890861,17.09155645,-96.83146605,226
OAXACA,San Gabriel Mixtepec,Nuevo CAP,16.09442278,-97.07949917,17.09155645,-96.83146605,1444
OAXACA,San Ildefonso Amatlán,Nuevo CAP,16.33409472,-96.49155639,17.09155645,-96.83146605,279
OAXACA,San Ildefonso Sola,Nuevo CAP,16.51981222,-96.9836675,17.09155645,-96.83146605,107
OAXACA,San Ildefonso Villa Alta,Nuevo CAP,17.33901056,-96.15301444,17.09155645,-96.83146605,531
OAXACA,San Jacinto Amilpas,Nuevo CAP,17.10080667,-96.76256167,17.09155645,-96.83146605,8869
OAXACA,San Jacinto Tlacotepec,Nuevo CAP,16.5203675,-97.38599833,17.09155645,-96.83146605,116
OAXACA,San Jerónimo Coatlán,Nuevo CAP,16.23272139,-96.86929417,17.09155645,-96.83146605,276
OAXACA,San Jerónimo Silacayoapilla,Nuevo CAP,17.80963028,-97.8459325,17.09155645,-96.83146605,364
OAXACA,San Jerónimo Sosola,Nuevo CAP,17.36655917,-97.03261444,17.09155645,-96.83146605,49
OAXACA,San Jerónimo Taviche,Nuevo CAP,16.71367944,-96.59426333,17.09155645,-96.83146605,641
OAXACA,San Jerónimo Tecóatl,Nuevo CAP,18.16691389,-96.9132,17.09155645,-96.83146605,344
OAXACA,San Jorge Nuchita,Nuevo CAP,17.65595417,-98.10613,17.09155645,-96.83146605,538
OAXACA,San José Ayuquila,Nuevo CAP,17.94178778,-97.96927389,17.09155645,-96.83146605,362
OAXACA,San José Chiltepec,Nuevo CAP,17.9453525,-96.17053667,17.09155645,-96.83146605,1632
OAXACA,San José del Peñasco,Nuevo CAP,16.31605944,-96.50138083,17.09155645,-96.83146605,256
OAXACA,San José Estancia Grande,Nuevo CAP,16.36520333,-98.25128556,17.09155645,-96.83146605,389
OAXACA,San José Independencia,Nuevo CAP,18.23982389,-96.64612833,17.09155645,-96.83146605,264
OAXACA,San José Lachiguiri,Nuevo CAP,16.37877583,-96.3364325,17.09155645,-96.83146605,269
OAXACA,San José Tenango,Nuevo CAP,18.15076194,-96.71720861,17.09155645,-96.83146605,523
OAXACA,San Juan Achiutla,Nuevo CAP,17.34424472,-97.50887306,17.09155645,-96.83146605,102
OAXACA,San Juan Atepec,Nuevo CAP,17.42639278,-96.5391325,17.09155645,-96.83146605,411
