ESTADO,MUNICIPIO,Ubicación_propuesta,LATITUD,LONGITUD,LATITUD_1,LONGITUD_1,PEA
SAN LUIS POTOSÍ,Villa de la Paz,Nuevo CAP,23.67535139,-100.7131708,22.21218006,-100.1462251,1483
SAN LUIS POTOSÍ,Villa de Ramos,Nuevo CAP,22.83093056,-101.9104772,22.21218006,-100.1462251,925
SAN LUIS POTOSÍ,Villa de Reyes,Nuevo CAP,21.80312444,-100.9324858,22.21218006,-100.1462251,5912
SAN LUIS POTOSÍ,Villa Hidalgo,Nuevo CAP,22.44869278,-100.6788636,22.21218006,-100.1462251,1443
SAN LUIS POTOSÍ,Villa Juárez,Nuevo CAP,22.32320944,-100.2666489,22.21218006,-100.1462251,1659
SAN LUIS POTOSÍ,Axtla de Terrazas,Nuevo CAP,21.43638889,-98.875,22.21218006,-100.1462251,4240
SAN LUIS POTOSÍ,Xilitla,Nuevo CAP,21.38519278,-98.98957306,22.21218006,-100.1462251,3488
SAN LUIS POTOSÍ,Zaragoza,Nuevo CAP,22.035605,-100.7309667,22.21218006,-100.1462251,4969
SAN LUIS POTOSÍ,Matlapa,Nuevo CAP,21.33750444,-98.82680333,22.21218006,-100.1462251,1803
SAN LUIS POTOSÍ,El Naranjo,Nuevo CAP,22.52203611,-99.32250944,22.21218006,-100.1462251,4992
SINALOA,Ahome,Nuevo CAP,25.78341694,-108.9943428,24.75826611,-107.5818553,149406
SINALOA,Angostura,Nuevo CAP,25.36436,-108.1594886,24.75826611,-107.5818553,2674
SINALOA,Badiraguato,Nuevo CAP,25.36265167,-107.5510183,24.75826611,-107.5818553,1836
SINALOA,Concordia,Nuevo CAP,23.28762556,-106.0686108,24.75826611,-107.5818553,4533
SINALOA,Cosalá,Nuevo CAP,24.41134583,-106.6915347,24.75826611,-107.5818553,3295
SINALOA,Culiacán,Nuevo CAP,24.80880806,-107.3937561,24.75826611,-107.5818553,414951
SINALOA,Choix,Nuevo CAP,26.70701083,-108.3223519,24.75826611,-107.5818553,5080
SINALOA,Elota,Nuevo CAP,23.91540389,-106.8927117,24.75826611,-107.5818553,9597
SINALOA,Escuinapa,Nuevo CAP,22.83505139,-105.7778758,24.75826611,-107.5818553,16923
SINALOA,El Fuerte,Nuevo CAP,26.42159889,-108.6199664,24.75826611,-107.5818553,6398
SINALOA,Guasave,Nuevo CAP,25.56554722,-108.4718175,24.75826611,-107.5818553,37425
SINALOA,Mazatlán,Nuevo CAP,23.20031583,-106.4222214,24.75826611,-107.5818553,226148
SINALOA,Mocorito,Nuevo CAP,25.48187694,-107.9215617,24.75826611,-107.5818553,2708
SINALOA,Rosario,Nuevo CAP,22.99087417,-105.8537567,24.75826611,-107.5818553,8632
SINALOA,Salvador Alvarado,Nuevo CAP,25.457,-108.0807,24.75826611,-107.5818553,31130
SINALOA,San Ignacio,Nuevo CAP,23.94027583,-106.4254969,24.75826611,-107.5818553,1855
SINALOA,Sinaloa,Nuevo CAP,25.82237222,-108.2220458,24.75826611,-107.5818553,2312
SINALOA,Navolato,Nuevo CAP,24.76721889,-107.6967603,24.75826611,-107.5818553,14677
SONORA,Aconchi,Nuevo CAP,29.8258725,-110.2285519,29.49522366,-110.6716619,676
SONORA,Agua Prieta,Nuevo CAP,31.32781528,-109.5463514,29.49522366,-110.6716619,43042
SONORA,Alamos,Nuevo CAP,27.02405,-108.9349258,29.49522366,-110.6716619,5003
SONORA,Altar,Nuevo CAP,30.71333889,-111.8335719,29.49522366,-110.6716619,3595
SONORA,Arivechi,Nuevo CAP,28.92864472,-109.1870919,29.49522366,-110.6716619,268
SONORA,Arizpe,Nuevo CAP,30.33623167,-110.1668086,29.49522366,-110.6716619,671
SONORA,Atil,Nuevo CAP,30.84398889,-111.5838917,29.49522366,-110.6716619,206
SONORA,Bacadéhuachi,Nuevo CAP,29.80907361,-109.1407453,29.49522366,-110.6716619,346
SONORA,Bacanora,Nuevo CAP,28.9840625,-109.4004014,29.49522366,-110.6716619,185
SONORA,Bacerac,Nuevo CAP,30.35527778,-108.9297992,29.49522366,-110.6716619,398
SONORA,Bacoachi,Nuevo CAP,30.63303833,-109.9690075,29.49522366,-110.6716619,353
SONORA,Bácum,Nuevo CAP,27.55057833,-110.0826747,29.49522366,-110.6716619,2059
SONORA,Banámichi,Nuevo CAP,30.00777556,-110.2155528,29.49522366,-110.6716619,610
SONORA,Baviácora,Nuevo CAP,29.715235,-110.1650522,29.49522366,-110.6716619,690
SONORA,Bavispe,Nuevo CAP,30.48012333,-108.9410231,29.49522366,-110.6716619,198
SONORA,Benjamín Hill,Nuevo CAP,30.16716306,-111.1179217,29.49522366,-110.6716619,1898
SONORA,Caborca,Nuevo CAP,30.71407389,-112.1483547,29.49522366,-110.6716619,32922
SONORA,Cajeme,Nuevo CAP,27.49648889,-109.9327161,29.49522366,-110.6716619,165040
SONORA,Cananea,Nuevo CAP,30.98265278,-110.3016714,29.49522366,-110.6716619,16601
SONORA,Carbó,Nuevo CAP,29.68468861,-110.9544314,29.49522366,-110.6716619,1962
SONORA,La Colorada,Nuevo CAP,28.80291194,-110.5806653,29.49522366,-110.6716619,126
SONORA,Cucurpe,Nuevo CAP,30.32919194,-110.7058867,29.49522366,-110.6716619,247
SONORA,Cumpas,Nuevo CAP,29.99356361,-109.7824969,29.49522366,-110.6716619,1317
SONORA,Divisaderos,Nuevo CAP,29.61506944,-109.4706711,29.49522366,-110.6716619,295
SONORA,Empalme,Nuevo CAP,27.95760583,-110.8159933,29.49522366,-110.6716619,18681
SONORA,Etchojoa,Nuevo CAP,26.91083333,-109.6252778,29.49522366,-110.6716619,4373
SONORA,Fronteras,Nuevo CAP,30.89824583,-109.5600078,29.49522366,-110.6716619,230
SONORA,Granados,Nuevo CAP,29.86229333,-109.3105222,29.49522366,-110.6716619,422
SONORA,Guaymas,Nuevo CAP,27.92324861,-110.8894447,29.49522366,-110.6716619,57068
SONORA,Hermosillo,Nuevo CAP,29.07489167,-110.9584636,29.49522366,-110.6716619,442715
SONORA,Huachinera,Nuevo CAP,30.21148222,-108.9588161,29.49522366,-110.6716619,337
SONORA,Huásabas,Nuevo CAP,29.90418806,-109.3014694,29.49522366,-110.6716619,350
SONORA,Huatabampo,Nuevo CAP,26.82689694,-109.6441533,29.49522366,-110.6716619,13615
SONORA,Huépac,Nuevo CAP,29.91126917,-110.2137153,29.49522366,-110.6716619,231
SONORA,Imuris,Nuevo CAP,30.77732972,-110.8615386,29.49522366,-110.6716619,3210
SONORA,Magdalena,Nuevo CAP,30.63035556,-110.9694044,29.49522366,-110.6716619,14246
SONORA,Mazatán,Nuevo CAP,29.00335694,-110.1402208,29.49522366,-110.6716619,421
SONORA,Moctezuma,Nuevo CAP,29.80217972,-109.6803367,29.49522366,-110.6716619,2030
SONORA,Naco,Nuevo CAP,31.33154722,-109.9481319,29.49522366,-110.6716619,2251
SONORA,Nácori Chico,Nuevo CAP,29.68632472,-108.9785942,29.49522366,-110.6716619,290
SONORA,Nacozari de García,Nuevo CAP,30.3737225,-109.6864703,29.49522366,-110.6716619,5678
SONORA,Navojoa,Nuevo CAP,27.0815975,-109.4455461,29.49522366,-110.6716619,57961
SONORA,Nogales,Nuevo CAP,31.32590306,-110.9457447,29.49522366,-110.6716619,134851
SONORA,Onavas,Nuevo CAP,28.46053917,-109.5295183,29.49522366,-110.6716619,151
SONORA,Opodepe,Nuevo CAP,29.92669,-110.6310872,29.49522366,-110.6716619,134
SONORA,Oquitoa,Nuevo CAP,30.74205389,-111.7348181,29.49522366,-110.6716619,193
SONORA,Pitiquito,Nuevo CAP,30.67599583,-112.0539253,29.49522366,-110.6716619,2510
SONORA,Puerto Peñasco,Nuevo CAP,31.30678083,-113.5401308,29.49522366,-110.6716619,31939
SONORA,Quiriego,Nuevo CAP,27.52048778,-109.2512294,29.49522366,-110.6716619,481
SONORA,Rayón,Nuevo CAP,29.71447861,-110.5735044,29.49522366,-110.6716619,489
SONORA,Rosario,Nuevo CAP,27.84065917,-109.37077,29.49522366,-110.6716619,1268
SONORA,Sahuaripa,Nuevo CAP,29.05633056,-109.2333706,29.49522366,-110.6716619,1502
SONORA,San Felipe de Jesús,Nuevo CAP,29.85862417,-110.2410581,29.49522366,-110.6716619,147
SONORA,San Javier,Nuevo CAP,28.59528278,-109.7394606,29.49522366,-110.6716619,174
SONORA,San Luis Río Colorado,Nuevo CAP,32.47983111,-114.7796244,29.49522366,-110.6716619,88245
SONORA,San Miguel de Horcasitas,Nuevo CAP,29.48849333,-110.7271633,29.49522366,-110.6716619,206
SONORA,San Pedro de la Cueva,Nuevo CAP,29.28648194,-109.7361089,29.49522366,-110.6716619,374
SONORA,Santa Ana,Nuevo CAP,30.54389056,-111.1210858,29.49522366,-110.6716619,5556
SONORA,Santa Cruz,Nuevo CAP,31.23153556,-110.5959778,29.49522366,-110.6716619,348
SONORA,Sáric,Nuevo CAP,31.102665,-111.3790733,29.49522366,-110.6716619,244
SONORA,Soyopa,Nuevo CAP,28.76421472,-109.6346314,29.49522366,-110.6716619,66
SONORA,Suaqui Grande,Nuevo CAP,28.3955475,-109.8882028,29.49522366,-110.6716619,451
SONORA,Tepache,Nuevo CAP,29.53439861,-109.5323731,29.49522366,-110.6716619,372
SONORA,Trincheras,Nuevo CAP,30.39862083,-111.5314825,29.49522366,-110.6716619,360
SONORA,Tubutama,Nuevo CAP,30.88485417,-111.4658436,29.49522366,-110.6716619,77
SONORA,Ures,Nuevo CAP,29.42807667,-110.3895825,29.49522366,-110.6716619,1687
SONORA,Villa Hidalgo,Nuevo CAP,30.16310611,-109.3198694,29.49522366,-110.6716619,452
SONORA,Villa Pesqueira,Nuevo CAP,29.11831722,-109.9689094,29.49522366,-110.6716619,214
SONORA,Yécora,Nuevo CAP,28.37269472,-108.9259056,29.49522366,-110.6716619,875
SONORA,General Plutarco Elías Calles,Nuevo CAP,31.86639583,-112.8572769,29.49522366,-110.6716619,5300
SONORA,Benito Juárez,Nuevo CAP,27.12781,-109.8425733,29.49522366,-110.6716619,6212
SONORA,San Ignacio Río Muerto,Nuevo CAP,27.411415,-110.2415142,29.49522366,-110.6716619,3751
TABASCO,Balancán,Nuevo CAP,17.800395,-91.53384611,17.95592724,-92.83137606,6977
TABASCO,Cárdenas,Nuevo CAP,17.98943,-93.37685556,17.95592724,-92.83137606,37956
TABASCO,Centla,Nuevo CAP,18.53011083,-92.65218722,17.95592724,-92.83137606,10336
TABASCO,Centro,Nuevo CAP,17.9878375,-92.91941611,17.95592724,-92.83137606,179881
TABASCO,Comalcalco,Nuevo CAP,18.26604806,-93.22501722,17.95592724,-92.83137606,20961
TABASCO,Cunduacán,Nuevo CAP,18.06536333,-93.17430028,17.95592724,-92.83137606,10155
TABASCO,Emiliano Zapata,Nuevo CAP,17.74458222,-91.76508139,17.95592724,-92.83137606,11251
TABASCO,Huimanguillo,Nuevo CAP,17.83517444,-93.39076917,17.95592724,-92.83137606,13277
TABASCO,Jalapa,Nuevo CAP,17.71972917,-92.81217139,17.95592724,-92.83137606,2876
TABASCO,Jalpa de Méndez,Nuevo CAP,18.1768475,-93.06259667,17.95592724,-92.83137606,7229
TABASCO,Jonuta,Nuevo CAP,18.09070611,-92.13872917,17.95592724,-92.83137606,3737
TABASCO,Macuspana,Nuevo CAP,17.75643139,-92.59407056,17.95592724,-92.83137606,14194
TABASCO,Nacajuca,Nuevo CAP,18.16885722,-93.02004278,17.95592724,-92.83137606,5549
TABASCO,Paraíso,Nuevo CAP,18.39577,-93.21423694,17.95592724,-92.83137606,11713
TABASCO,Tacotalpa,Nuevo CAP,17.5917925,-92.82628389,17.95592724,-92.83137606,3515
TABASCO,Teapa,Nuevo CAP,17.54828444,-92.95299444,17.95592724,-92.83137606,14498
TABASCO,Tenosique,Nuevo CAP,17.47749417,-91.42594778,17.95592724,-92.83137606,16929
TAMAULIPAS,Abasolo,Nuevo CAP,24.06083667,-98.37427889,24.5115467,-98.50098751,2369
TAMAULIPAS,Aldama,Nuevo CAP,22.91930611,-98.07371306,24.5115467,-98.50098751,6754
TAMAULIPAS,Altamira,Nuevo CAP,22.39155306,-97.93668694,24.5115467,-98.50098751,39443
TAMAULIPAS,Antiguo Morelos,Nuevo CAP,22.54942,-99.08361722,24.5115467,-98.50098751,1569
TAMAULIPAS,Burgos,Nuevo CAP,24.94663972,-98.79901,24.5115467,-98.50098751,708
TAMAULIPAS,Bustamante,Nuevo CAP,23.43547722,-99.75780806,24.5115467,-98.50098751,538
TAMAULIPAS,Camargo,Nuevo CAP,26.31672389,-98.83598861,24.5115467,-98.50098751,4524
TAMAULIPAS,Casas,Nuevo CAP,23.72713389,-98.73784194,24.5115467,-98.50098751,271
TAMAULIPAS,Ciudad Madero,Nuevo CAP,22.24627861,-97.837,24.5115467,-98.50098751,98559
TAMAULIPAS,Cruillas,Nuevo CAP,24.75517083,-98.53454222,24.5115467,-98.50098751,291
TAMAULIPAS,Gómez Farías,Nuevo CAP,22.88645528,-99.02777528,24.5115467,-98.50098751,921
TAMAULIPAS,González,Nuevo CAP,22.82732889,-98.42596889,24.5115467,-98.50098751,4976
TAMAULIPAS,Güémez,Nuevo CAP,23.91914083,-99.00832972,24.5115467,-98.50098751,722
TAMAULIPAS,Guerrero,Nuevo CAP,26.56635111,-99.22763,24.5115467,-98.50098751,1726
TAMAULIPAS,Gustavo Díaz Ordaz,Nuevo CAP,26.23396667,-98.59028194,24.5115467,-98.50098751,5631
TAMAULIPAS,Hidalgo,Nuevo CAP,24.24694444,-99.43805556,24.5115467,-98.50098751,1481
TAMAULIPAS,Jaumave,Nuevo CAP,23.40512028,-99.375675,24.5115467,-98.50098751,2735
TAMAULIPAS,Jiménez,Nuevo CAP,24.21449333,-98.48570444,24.5115467,-98.50098751,1762
TAMAULIPAS,Llera,Nuevo CAP,23.31896,-99.02363028,24.5115467,-98.50098751,1855
TAMAULIPAS,Mainero,Nuevo CAP,24.55903972,-99.61268806,24.5115467,-98.50098751,111
TAMAULIPAS,El Mante,Nuevo CAP,22.74399917,-98.97171806,24.5115467,-98.50098751,37828
TAMAULIPAS,Matamoros,Nuevo CAP,25.87991528,-97.5048225,24.5115467,-98.50098751,259458
TAMAULIPAS,Méndez,Nuevo CAP,25.11654806,-98.58621722,24.5115467,-98.50098751,414
TAMAULIPAS,Mier,Nuevo CAP,26.43047028,-99.14869417,24.5115467,-98.50098751,3050
TAMAULIPAS,Miguel Alemán,Nuevo CAP,26.40101778,-99.02610917,24.5115467,-98.50098751,10834
TAMAULIPAS,Miquihuana,Nuevo CAP,23.57395028,-99.75419722,24.5115467,-98.50098751,529
TAMAULIPAS,Nuevo Laredo,Nuevo CAP,27.48629139,-99.50849278,24.5115467,-98.50098751,204261
TAMAULIPAS,Nuevo Morelos,Nuevo CAP,22.53447056,-99.22133278,24.5115467,-98.50098751,1019
TAMAULIPAS,Ocampo,Nuevo CAP,22.84504028,-99.33602389,24.5115467,-98.50098751,2452
TAMAULIPAS,Padilla,Nuevo CAP,24.04879861,-98.90029417,24.5115467,-98.50098751,2439
TAMAULIPAS,Palmillas,Nuevo CAP,23.30175917,-99.54753944,24.5115467,-98.50098751,396
TAMAULIPAS,Reynosa,Nuevo CAP,26.09235,-98.27812917,24.5115467,-98.50098751,361026
TAMAULIPAS,Río Bravo,Nuevo CAP,25.98099639,-98.09013833,24.5115467,-98.50098751,55214
TAMAULIPAS,San Carlos,Nuevo CAP,24.58177361,-98.943635,24.5115467,-98.50098751,583
TAMAULIPAS,San Fernando,Nuevo CAP,24.84867806,-98.15962083,24.5115467,-98.50098751,12642
TAMAULIPAS,San Nicolás,Nuevo CAP,24.69364056,-98.82874528,24.5115467,-98.50098751,10
TAMAULIPAS,Soto la Marina,Nuevo CAP,23.76703861,-98.20619,24.5115467,-98.50098751,5394
TAMAULIPAS,Tampico,Nuevo CAP,22.21606028,-97.85838667,24.5115467,-98.50098751,148102
TAMAULIPAS,Tula,Nuevo CAP,22.99687694,-99.71299778,24.5115467,-98.50098751,5108
TAMAULIPAS,Valle Hermoso,Nuevo CAP,25.67379972,-97.81245417,24.5115467,-98.50098751,23196
TAMAULIPAS,Victoria,Nuevo CAP,23.73105306,-99.15125028,24.5115467,-98.50098751,166262
TAMAULIPAS,Villagrán,Nuevo CAP,24.47319111,-99.48811056,24.5115467,-98.50098751,535
TAMAULIPAS,Xicoténcatl,Nuevo CAP,22.99677167,-98.94567722,24.5115467,-98.50098751,4456
TLAXCALA,Amaxac de Guerrero,Nuevo CAP,19.35028583,-98.16956944,19.33862045,-98.18579392,5171
TLAXCALA,Apetatitlán de Antonio Carvajal,Nuevo CAP,19.33226028,-98.19682167,19.33862045,-98.18579392,2008
TLAXCALA,Atlangatepec,Nuevo CAP,19.53231722,-98.20853444,19.33862045,-98.18579392,276
TLAXCALA,Atltzayanca,Nuevo CAP,19.43136417,-97.79653194,19.33862045,-98.18579392,2224
TLAXCALA,Apizaco,Nuevo CAP,19.41633472,-98.14061167,19.33862045,-98.18579392,24343
TLAXCALA,Calpulalpan,Nuevo CAP,19.58852583,-98.57047556,19.33862045,-98.18579392,18205
TLAXCALA,El Carmen Tequexquitla,Nuevo CAP,19.32458611,-97.65915917,19.33862045,-98.18579392,5929
TLAXCALA,Cuapiaxtla,Nuevo CAP,19.29666056,-97.76937528,19.33862045,-98.18579392,4599
TLAXCALA,Cuaxomulco,Nuevo CAP,19.35580722,-98.10312222,19.33862045,-98.18579392,1656
TLAXCALA,Chiautempan,Nuevo CAP,19.31398,-98.19296139,19.33862045,-98.18579392,27659
TLAXCALA,Muñoz de Domingo Arenas,Nuevo CAP,19.47604972,-98.20888583,19.33862045,-98.18579392,919
TLAXCALA,Españita,Nuevo CAP,19.46229944,-98.42380667,19.33862045,-98.18579392,1234
TLAXCALA,Huamantla,Nuevo CAP,19.31265972,-97.92310278,19.33862045,-98.18579392,29959
TLAXCALA,Hueyotlipan,Nuevo CAP,19.46998806,-98.34849806,19.33862045,-98.18579392,2479
TLAXCALA,Ixtacuixtla de Mariano Matamoros,Nuevo CAP,19.32664583,-98.377115,19.33862045,-98.18579392,3665
TLAXCALA,Ixtenco,Nuevo CAP,19.25114417,-97.89511111,19.33862045,-98.18579392,3748
TLAXCALA,Mazatecochco de José María Morelos,Nuevo CAP,19.17972583,-98.19067944,19.33862045,-98.18579392,5555
TLAXCALA,Contla de Juan Cuamatzi,Nuevo CAP,19.33451778,-98.16790639,19.33862045,-98.18579392,15615
TLAXCALA,Tepetitla de Lardizábal,Nuevo CAP,19.26753,-98.38200889,19.33862045,-98.18579392,4582
TLAXCALA,Sanctórum de Lázaro Cárdenas,Nuevo CAP,19.49270472,-98.47204111,19.33862045,-98.18579392,1940
TLAXCALA,Nanacamilpa de Mariano Arista,Nuevo CAP,19.49316,-98.5363425,19.33862045,-98.18579392,6191
TLAXCALA,Acuamanala de Miguel Hidalgo,Nuevo CAP,19.22467472,-98.20081306,19.33862045,-98.18579392,902
TLAXCALA,Natívitas,Nuevo CAP,19.23450833,-98.31519417,19.33862045,-98.18579392,828
TLAXCALA,Panotla,Nuevo CAP,19.31512917,-98.26723306,19.33862045,-98.18579392,4139
TLAXCALA,San Pablo del Monte,Nuevo CAP,19.11973778,-98.17041583,19.33862045,-98.18579392,34701
TLAXCALA,Santa Cruz Tlaxcala,Nuevo CAP,19.35579528,-98.15037972,19.33862045,-98.18579392,2764
TLAXCALA,Tenancingo,Nuevo CAP,19.14775778,-98.20253,19.33862045,-98.18579392,4773
TLAXCALA,Teolocholco,Nuevo CAP,19.24439444,-98.19235139,19.33862045,-98.18579392,8979
TLAXCALA,Tepeyanco,Nuevo CAP,19.24556722,-98.23603528,19.33862045,-98.18579392,1837
TLAXCALA,Terrenate,Nuevo CAP,19.4774375,-97.91910472,19.33862045,-98.18579392,2257
TLAXCALA,Tetla de la Solidaridad,Nuevo CAP,19.44141556,-98.10405222,19.33862045,-98.18579392,8262
TLAXCALA,Tetlatlahuca,Nuevo CAP,19.23163944,-98.29572833,19.33862045,-98.18579392,2146
TLAXCALA,Tlaxcala,Nuevo CAP,19.31655278,-98.23764028,19.33862045,-98.18579392,7165
TLAXCALA,Tlaxco,Nuevo CAP,19.61488944,-98.11920111,19.33862045,-98.18579392,8397
TLAXCALA,Tocatlán,Nuevo CAP,19.39045194,-98.03193111,19.33862045,-98.18579392,2690
TLAXCALA,Totolac,Nuevo CAP,19.32564417,-98.25841333,19.33862045,-98.18579392,3841
TLAXCALA,Ziltlaltépec de Trinidad Sánchez Santos,Nuevo CAP,19.20472972,-97.90875639,19.33862045,-98.18579392,2837
TLAXCALA,Tzompantepec,Nuevo CAP,19.37606222,-98.09117139,19.33862045,-98.18579392,1128
TLAXCALA,Xaloztoc,Nuevo CAP,19.40418028,-98.04882306,19.33862045,-98.18579392,5472
TLAXCALA,Xaltocan,Nuevo CAP,19.42380889,-98.21064889,19.33862045,-98.18579392,599
TLAXCALA,Papalotla de Xicohténcatl,Nuevo CAP,19.1698525,-98.20458639,19.33862045,-98.18579392,13842
TLAXCALA,Xicohtzinco,Nuevo CAP,19.17503389,-98.23372222,19.33862045,-98.18579392,6464
TLAXCALA,Yauhquemehcan,Nuevo CAP,19.40501,-98.18401083,19.33862045,-98.18579392,2099
TLAXCALA,Zacatelco,Nuevo CAP,19.21615,-98.24022639,19.33862045,-98.18579392,22762
TLAXCALA,Benito Juárez,Nuevo CAP,19.58451361,-98.4263575,19.33862045,-98.18579392,2584
TLAXCALA,Emiliano Zapata,Nuevo CAP,19.55880583,-97.91720056,19.33862045,-98.18579392,1458
TLAXCALA,Lázaro Cárdenas,Nuevo CAP,19.53876389,-97.98319056,19.33862045,-98.18579392,1145
TLAXCALA,La Magdalena Tlaltelulco,Nuevo CAP,19.277355,-98.19496167,19.33862045,-98.18579392,911
TLAXCALA,San Damián Texóloc,Nuevo CAP,19.27843167,-98.28462389,19.33862045,-98.18579392,2855
TLAXCALA,San Francisco Tetlanohcan,Nuevo CAP,19.26007833,-98.16355028,19.33862045,-98.18579392,5430
TLAXCALA,San Jerónimo Zacualpan,Nuevo CAP,19.24171194,-98.26261722,19.33862045,-98.18579392,1811
TLAXCALA,San José Teacalco,Nuevo CAP,19.33570417,-98.06442306,19.33862045,-98.18579392,2376
TLAXCALA,San Juan Huactzinco,Nuevo CAP,19.23794556,-98.25030056,19.33862045,-98.18579392,4135
TLAXCALA,San Lorenzo Axocomanitla,Nuevo CAP,19.22522361,-98.24887389,19.33862045,-98.18579392,2422
TLAXCALA,San Lucas Tecopilco,Nuevo CAP,19.48498917,-98.25654222,19.33862045,-98.18579392,987
TLAXCALA,Santa Ana Nopalucan,Nuevo CAP,19.29983556,-98.33418917,19.33862045,-98.18579392,3574
TLAXCALA,Santa Apolonia Teacalco,Nuevo CAP,19.23716833,-98.30866917,19.33862045,-98.18579392,1851
TLAXCALA,Santa Catarina Ayometla,Nuevo CAP,19.19991889,-98.21441833,19.33862045,-98.18579392,3807
TLAXCALA,Santa Cruz Quilehtla,Nuevo CAP,19.21317972,-98.22201778,19.33862045,-98.18579392,2561
TLAXCALA,Santa Isabel Xiloxoxtla,Nuevo CAP,19.26806444,-98.21355806,19.33862045,-98.18579392,2328
VERACRUZ,Acajete,Nuevo CAP,19.58697444,-97.01045361,19.28858134,-96.56321597,846
VERACRUZ,Acatlán,Nuevo CAP,19.69692417,-96.84217472,19.28858134,-96.56321597,1288
VERACRUZ,Acayucan,Nuevo CAP,17.9488225,-94.91387083,19.28858134,-96.56321597,25613
VERACRUZ,Actopan,Nuevo CAP,19.50405111,-96.61688139,19.28858134,-96.56321597,2294
VERACRUZ,Acula,Nuevo CAP,18.50603056,-95.77458389,19.28858134,-96.56321597,1237
VERACRUZ,Acultzingo,Nuevo CAP,18.71876278,-97.30283722,19.28858134,-96.56321597,3142
VERACRUZ,Camarón de Tejeda,Nuevo CAP,19.02117472,-96.61497556,19.28858134,-96.56321597,1045
VERACRUZ,Alpatláhuac,Nuevo CAP,19.11995083,-97.09315194,19.28858134,-96.56321597,609
VERACRUZ,Alto Lucero de Gutiérrez Barrios,Nuevo CAP,19.62352472,-96.73361944,19.28858134,-96.56321597,2326
VERACRUZ,Altotonga,Nuevo CAP,19.76614889,-97.24552611,19.28858134,-96.56321597,11322
VERACRUZ,Alvarado,Nuevo CAP,18.7742775,-95.76392917,19.28858134,-96.56321597,10268
VERACRUZ,Amatitlán,Nuevo CAP,18.43234389,-95.73327944,19.28858134,-96.56321597,630
VERACRUZ,Naranjos Amatlán,Nuevo CAP,21.3469025,-97.68625167,19.28858134,-96.56321597,8829
VERACRUZ,Amatlán de los Reyes,Nuevo CAP,18.84757833,-96.91548389,19.28858134,-96.56321597,5165
VERACRUZ,Angel R. Cabada,Nuevo CAP,18.59548167,-95.44272528,19.28858134,-96.56321597,6779
VERACRUZ,La Antigua,Nuevo CAP,19.36683028,-96.37138944,19.28858134,-96.56321597,9993
VERACRUZ,Apazapan,Nuevo CAP,19.3204225,-96.71864944,19.28858134,-96.56321597,413
VERACRUZ,Aquila,Nuevo CAP,18.79573528,-97.30812333,19.28858134,-96.56321597,377
VERACRUZ,Astacinga,Nuevo CAP,18.56683,-97.10207611,19.28858134,-96.56321597,249
VERACRUZ,Atlahuilco,Nuevo CAP,18.69742722,-97.09068556,19.28858134,-96.56321597,422
VERACRUZ,Atoyac,Nuevo CAP,18.91428861,-96.77827389,19.28858134,-96.56321597,1295
VERACRUZ,Atzacan,Nuevo CAP,18.90696778,-97.08390472,19.28858134,-96.56321597,4775
VERACRUZ,Atzalan,Nuevo CAP,19.78907583,-97.24414278,19.28858134,-96.56321597,1168
VERACRUZ,Tlaltetela,Nuevo CAP,19.31465972,-96.90258556,19.28858134,-96.56321597,2631
VERACRUZ,Ayahualulco,Nuevo CAP,19.35158556,-97.14880333,19.28858134,-96.56321597,1116
VERACRUZ,Banderilla,Nuevo CAP,19.59160667,-96.94088444,19.28858134,-96.56321597,11440
VERACRUZ,Benito Juárez,Nuevo CAP,20.88656083,-98.20544472,19.28858134,-96.56321597,738
VERACRUZ,Boca del Río,Nuevo CAP,19.10543889,-96.10665139,19.28858134,-96.56321597,4851
VERACRUZ,Calcahualco,Nuevo CAP,19.12229111,-97.08526389,19.28858134,-96.56321597,460
VERACRUZ,Camerino Z. Mendoza,Nuevo CAP,18.80424083,-97.18471722,19.28858134,-96.56321597,15968
VERACRUZ,Carrillo Puerto,Nuevo CAP,18.79989139,-96.57105972,19.28858134,-96.56321597,528
VERACRUZ,Catemaco,Nuevo CAP,18.42461472,-95.11233917,19.28858134,-96.56321597,13832
VERACRUZ,Cazones de Herrera,Nuevo CAP,20.703285,-97.31232056,19.28858134,-96.56321597,2195
VERACRUZ,Cerro Azul,Nuevo CAP,21.19146667,-97.74231861,19.28858134,-96.56321597,9308
VERACRUZ,Citlaltépetl,Nuevo CAP,21.32846806,-97.879275,19.28858134,-96.56321597,2324
VERACRUZ,Coacoatzintla,Nuevo CAP,19.65310611,-96.94514083,19.28858134,-96.56321597,3678
VERACRUZ,Coahuitlán,Nuevo CAP,20.27506167,-97.71487472,19.28858134,-96.56321597,994
VERACRUZ,Coatepec,Nuevo CAP,19.45466056,-96.96027417,19.28858134,-96.56321597,29204
VERACRUZ,Coatzacoalcos,Nuevo CAP,18.13788278,-94.45300139,19.28858134,-96.56321597,106374
VERACRUZ,Coatzintla,Nuevo CAP,20.48236333,-97.46078194,19.28858134,-96.56321597,16575
VERACRUZ,Coetzala,Nuevo CAP,18.78563639,-96.91669222,19.28858134,-96.56321597,553
VERACRUZ,Colipa,Nuevo CAP,19.92399972,-96.72673,19.28858134,-96.56321597,1090
VERACRUZ,Comapa,Nuevo CAP,19.16462889,-96.88623139,19.28858134,-96.56321597,633
